Region, Date, Estimated Unemployment Rate (%), Estimated Employed, Estimated Labour Participation Rate (%),Area,Year,Month
Goa,10/31/2020,11.54,392304,34.3,unknown,2020,10
Gujarat,1/31/2020,5.54,24126346,48.49,unknown,2020,1
Gujarat,2/29/2020,6.38,24757795,50.11,unknown,2020,2
Gujarat,3/31/2020,6.66,23566641,47.75,unknown,2020,3
Gujarat,4/30/2020,18.71,15288878,35.5,unknown,2020,4
Gujarat,5/31/2020,12.11,17836936,38.23,unknown,2020,5
Gujarat,6/30/2020,3.2,23657055,45.96,unknown,2020,6
Gujarat,7/31/2020,1.84,24276120,46.41,unknown,2020,7
Gujarat,8/31/2020,1.87,22817232,43.55,unknown,2020,8
Gujarat,9/30/2020,3.42,25010199,48.41,unknown,2020,9
Gujarat,10/31/2020,4.03,25970259,50.49,unknown,2020,10
Haryana,1/31/2020,20.34,7693231,43.36,unknown,2020,1
Haryana,2/29/2020,25.77,7322942,44.21,unknown,2020,2
Haryana,3/31/2020,25.05,6641555,39.63,unknown,2020,3
Haryana,4/30/2020,43.22,5647630,44.38,unknown,2020,4
Haryana,5/31/2020,29.02,6437868,40.39,unknown,2020,5
Haryana,6/30/2020,26.7,6951934,42.14,unknown,2020,6
Haryana,7/31/2020,24.18,6800652,39.77,unknown,2020,7
Haryana,8/31/2020,33.5,7113788,47.32,unknown,2020,8
Haryana,9/30/2020,19.68,7132439,39.2,unknown,2020,9
Haryana,10/31/2020,27.31,6698551,40.6,unknown,2020,10
Himachal Pradesh,1/31/2020,16.83,2287632,45.5,unknown,2020,1
Himachal Pradesh,2/29/2020,16.84,2180268,43.3,unknown,2020,2
Himachal Pradesh,3/31/2020,18.76,2021858,41.04,unknown,2020,3
Himachal Pradesh,4/30/2020,2.2,1131128,19.04,unknown,2020,4
Himachal Pradesh,5/31/2020,26.95,1897639,42.7,unknown,2020,5
Himachal Pradesh,6/30/2020,13.47,2199683,41.72,unknown,2020,6
Himachal Pradesh,7/31/2020,24.31,2229456,48.25,unknown,2020,7
Himachal Pradesh,8/31/2020,15.79,2029740,39.42,unknown,2020,8
Himachal Pradesh,9/30/2020,12.04,2237480,41.54,unknown,2020,9
Himachal Pradesh,10/31/2020,13.46,2123965,40.01,unknown,2020,10
Jammu & Kashmir,1/31/2020,21.08,3453025,42.2,unknown,2020,1
Jammu & Kashmir,2/29/2020,20.78,3223513,39.17,unknown,2020,2
Jammu & Kashmir,3/31/2020,15.5,3359107,38.18,unknown,2020,3
Jammu & Kashmir,5/31/2020,18.74,3246493,38.21,unknown,2020,5
Jammu & Kashmir,6/30/2020,17.92,3202336,37.24,unknown,2020,6
Jammu & Kashmir,7/31/2020,10.88,3558889,38.03,unknown,2020,7
Jammu & Kashmir,8/31/2020,11.09,3429950,36.66,unknown,2020,8
Jammu & Kashmir,9/30/2020,16.17,3210281,36.31,unknown,2020,9
Jammu & Kashmir,10/31/2020,16.14,3106691,35.05,unknown,2020,10
Jharkhand,1/31/2020,10.61,10198029,42.92,unknown,2020,1
Jharkhand,2/29/2020,11.85,10425425,44.4,unknown,2020,2
Jharkhand,3/31/2020,8.23,9638115,39.34,unknown,2020,3
Jharkhand,4/30/2020,47.09,5335262,37.69,unknown,2020,4
Jharkhand,5/31/2020,59.23,4145385,37.92,unknown,2020,5
Jharkhand,6/30/2020,20.95,8622722,40.59,unknown,2020,6
Jharkhand,7/31/2020,7.63,9521900,38.27,unknown,2020,7
Jharkhand,8/31/2020,9.76,9331640,38.31,unknown,2020,8
Jharkhand,9/30/2020,8.24,10185670,41.04,unknown,2020,9
Jharkhand,10/31/2020,11.8,10302276,43.08,unknown,2020,10
Karnataka,1/31/2020,2.86,22688028,42.18,unknown,2020,1
Karnataka,2/29/2020,3.61,21677719,40.54,unknown,2020,2
Karnataka,3/31/2020,3.46,22079653,41.14,unknown,2020,3
Karnataka,4/30/2020,29.84,16718395,42.78,unknown,2020,4
Karnataka,5/31/2020,19.97,19397853,43.43,unknown,2020,5
Karnataka,6/30/2020,8.44,24215057,47.29,unknown,2020,6
Karnataka,7/31/2020,4.01,22885616,42.55,unknown,2020,7
Karnataka,8/31/2020,0.5,24094289,43.13,unknown,2020,8
Karnataka,9/30/2020,2.41,20127176,36.66,unknown,2020,9
Karnataka,10/31/2020,1.58,22356390,40.3,unknown,2020,10
Kerala,1/31/2020,5.31,9904534,37.12,unknown,2020,1
Kerala,2/29/2020,7.6,9828023,37.71,unknown,2020,2
Kerala,3/31/2020,8.99,8221728,32,unknown,2020,3
Kerala,4/30/2020,16.99,3933276,16.77,unknown,2020,4
Kerala,5/31/2020,17.88,7921962,34.11,unknown,2020,5
Kerala,6/30/2020,9.71,9228268,36.11,unknown,2020,6
Kerala,7/31/2020,7.09,9504420,36.1,unknown,2020,7
Kerala,8/31/2020,10.98,9031944,35.78,unknown,2020,8
Kerala,9/30/2020,5.91,9240913,34.6,unknown,2020,9
Kerala,10/31/2020,3.88,9152881,33.52,unknown,2020,10
Madhya Pradesh,1/31/2020,4.11,23018632,39.42,unknown,2020,1
Madhya Pradesh,2/29/2020,4.57,22711479,39,unknown,2020,2
Madhya Pradesh,3/31/2020,2.22,22867164,38.24,unknown,2020,3
Madhya Pradesh,4/30/2020,12.36,19041832,35.45,unknown,2020,4
Madhya Pradesh,5/31/2020,21.98,18443927,38.48,unknown,2020,5
Madhya Pradesh,6/30/2020,6.48,23054646,40.04,unknown,2020,6
Madhya Pradesh,7/31/2020,5.08,23940158,40.88,unknown,2020,7
Madhya Pradesh,8/31/2020,4.7,23619011,40.08,unknown,2020,8
Madhya Pradesh,9/30/2020,3.91,23341952,39.2,unknown,2020,9
Madhya Pradesh,10/31/2020,3.13,23144552,38.47,unknown,2020,10
Maharashtra,1/31/2020,4.95,42596868,44.19,unknown,2020,1
Maharashtra,2/29/2020,4.69,42416317,43.8,unknown,2020,2
Maharashtra,3/31/2020,5.79,40196806,41.91,unknown,2020,3
Maharashtra,4/30/2020,20.9,27689253,34.32,unknown,2020,4
Maharashtra,5/31/2020,15.46,32116847,37.17,unknown,2020,5
Maharashtra,6/30/2020,9.23,39708538,42.71,unknown,2020,6
Maharashtra,7/31/2020,3.89,40998545,41.57,unknown,2020,7
Maharashtra,8/31/2020,6.23,40963616,42.49,unknown,2020,8
Maharashtra,9/30/2020,4.55,42042911,42.75,unknown,2020,9
Maharashtra,10/31/2020,4.1,43317881,43.75,unknown,2020,10
Meghalaya,1/31/2020,1.66,1491093,65.49,unknown,2020,1
Meghalaya,2/29/2020,3.59,1346829,60.2,unknown,2020,2
Meghalaya,3/31/2020,1.58,1482351,64.74,unknown,2020,3
Meghalaya,4/30/2020,10.03,965057,45.99,unknown,2020,4
Meghalaya,5/31/2020,5.92,1215064,55.24,unknown,2020,5
Meghalaya,6/30/2020,1.15,1350794,58.31,unknown,2020,6
Meghalaya,7/31/2020,2.1,1448106,62.96,unknown,2020,7
Meghalaya,8/31/2020,3.74,1357643,59.88,unknown,2020,8
Meghalaya,9/30/2020,4.29,1459726,64.6,unknown,2020,9
Meghalaya,10/31/2020,4.6,1381490,61.18,unknown,2020,10
Odisha,1/31/2020,1.9,13743448,39.44,unknown,2020,1
Odisha,2/29/2020,3.12,14280735,41.44,unknown,2020,2
Odisha,3/31/2020,13.08,12272109,39.62,unknown,2020,3
Odisha,4/30/2020,23.76,6865693,25.23,unknown,2020,4
Odisha,5/31/2020,11.41,11730937,37.04,unknown,2020,5
Odisha,6/30/2020,3.77,12903993,37.45,unknown,2020,6
Odisha,7/31/2020,1.88,13614400,38.69,unknown,2020,7
Odisha,8/31/2020,1.42,14154039,39.96,unknown,2020,8
Odisha,9/30/2020,2.1,13608422,38.63,unknown,2020,9
Odisha,10/31/2020,2.18,14094553,39.98,unknown,2020,10
Puducherry,1/31/2020,0.58,457950,37.46,unknown,2020,1
Puducherry,2/29/2020,1.76,493961,40.8,unknown,2020,2
Puducherry,3/31/2020,1.2,421028,34.49,unknown,2020,3
Puducherry,4/30/2020,75.85,117542,39.3,unknown,2020,4
Puducherry,5/31/2020,58.19,172308,33.19,unknown,2020,5
Puducherry,6/30/2020,4.24,367135,30.8,unknown,2020,6
Puducherry,7/31/2020,15.47,386563,36.64,unknown,2020,7
Puducherry,8/31/2020,5.05,396006,33.34,unknown,2020,8
Puducherry,9/30/2020,10.9,411717,36.84,unknown,2020,9
Puducherry,10/31/2020,6.18,428419,36.32,unknown,2020,10
Punjab,1/31/2020,11.11,9442093,42.82,unknown,2020,1
Punjab,2/29/2020,10.97,9229047,41.72,unknown,2020,2
Punjab,3/31/2020,10.32,9975485,44.69,unknown,2020,3
Punjab,4/30/2020,2.86,7020565,28.99,unknown,2020,4
Punjab,5/31/2020,28.33,6872938,38.39,unknown,2020,5
Punjab,6/30/2020,16.55,8390766,40.18,unknown,2020,6
Punjab,7/31/2020,9.19,9732417,42.76,unknown,2020,7
Punjab,8/31/2020,10.99,9386169,41.99,unknown,2020,8
Punjab,9/30/2020,9.61,8980432,39.5,unknown,2020,9
Punjab,10/31/2020,9.88,8800430,38.75,unknown,2020,10
Rajasthan,1/31/2020,10.97,20641716,40.51,unknown,2020,1
Rajasthan,2/29/2020,15.16,20328915,41.77,unknown,2020,2
Rajasthan,3/31/2020,11.9,20024680,39.54,unknown,2020,3
Rajasthan,4/30/2020,17.7,15984142,33.71,unknown,2020,4
Rajasthan,5/31/2020,15.74,19826602,40.74,unknown,2020,5
Rajasthan,6/30/2020,14.39,20506612,41.38,unknown,2020,6
Rajasthan,7/31/2020,15.81,19932393,40.8,unknown,2020,7
Rajasthan,8/31/2020,17.51,20014060,41.71,unknown,2020,8
Rajasthan,9/30/2020,15.35,20149594,40.83,unknown,2020,9
Rajasthan,10/31/2020,24.15,19908808,44.92,unknown,2020,10
Sikkim,3/31/2020,23.57,262895,60.59,unknown,2020,3
Sikkim,4/30/2020,2.28,215303,38.7,unknown,2020,4
Sikkim,5/31/2020,24.51,193427,44.88,unknown,2020,5
Sikkim,6/30/2020,4.46,221058,40.4,unknown,2020,6
Sikkim,7/31/2020,4.45,265175,48.32,unknown,2020,7
Sikkim,8/31/2020,12.49,244462,48.49,unknown,2020,8
Sikkim,9/30/2020,5.7,231798,42.54,unknown,2020,9
Sikkim,10/31/2020,0.88,242068,42.13,unknown,2020,10
Tamil Nadu,1/31/2020,1.57,26881641,41.96,unknown,2020,1
Tamil Nadu,2/29/2020,2.09,27570589,43.2,unknown,2020,2
Tamil Nadu,3/31/2020,6.4,26830768,43.91,unknown,2020,3
Tamil Nadu,4/30/2020,49.83,9719167,29.63,unknown,2020,4
Tamil Nadu,5/31/2020,33.16,11483256,26.23,unknown,2020,5
Tamil Nadu,6/30/2020,12.2,19096847,33.16,unknown,2020,6
Tamil Nadu,7/31/2020,6.81,24572827,40.13,unknown,2020,7
Tamil Nadu,8/31/2020,2.65,27046415,42.22,unknown,2020,8
Tamil Nadu,9/30/2020,5,23025845,36.77,unknown,2020,9
Tamil Nadu,10/31/2020,2.16,23651626,36.62,unknown,2020,10
Telangana,1/31/2020,5.49,17609295,59.25,unknown,2020,1
Telangana,2/29/2020,8.29,16825970,58.24,unknown,2020,2
Telangana,3/31/2020,5.77,17341613,58.31,unknown,2020,3
Telangana,4/30/2020,6.25,12172230,41.06,unknown,2020,4
Telangana,5/31/2020,14.7,14977774,55.43,unknown,2020,5
Telangana,6/30/2020,10.55,15108910,53.22,unknown,2020,6
Telangana,7/31/2020,5.36,15679417,52.1,unknown,2020,7
Telangana,8/31/2020,5.79,18185429,60.59,unknown,2020,8
Telangana,9/30/2020,3.27,16961448,54.94,unknown,2020,9
Telangana,10/31/2020,2.86,17578739,56.58,unknown,2020,10
Tripura,1/31/2020,32.67,1508130,69.69,unknown,2020,1
Tripura,2/29/2020,28.4,1584686,68.74,unknown,2020,2
Tripura,3/31/2020,29.95,1511217,66.89,unknown,2020,3
Tripura,4/30/2020,41.23,971514,51.16,unknown,2020,4
Tripura,5/31/2020,21.51,1290986,50.81,unknown,2020,5
Tripura,6/30/2020,21.71,1494140,58.85,unknown,2020,6
Tripura,7/31/2020,18.24,1348849,50.78,unknown,2020,7
Tripura,8/31/2020,27.92,1318621,56.21,unknown,2020,8
Tripura,9/30/2020,17.35,1368244,50.77,unknown,2020,9
Tripura,10/31/2020,11.57,1576529,54.58,unknown,2020,10
Uttar Pradesh,1/31/2020,7.58,59433759,39.63,unknown,2020,1
Uttar Pradesh,2/29/2020,8.98,58060531,39.23,unknown,2020,2
Uttar Pradesh,3/31/2020,10.11,56976338,38.89,unknown,2020,3
Uttar Pradesh,4/30/2020,21.54,50915056,39.73,unknown,2020,4
Uttar Pradesh,5/31/2020,20.41,49801902,38.22,unknown,2020,5
Uttar Pradesh,6/30/2020,9.47,55380649,37.29,unknown,2020,6
Uttar Pradesh,7/31/2020,5.56,56201654,36.19,unknown,2020,7
Uttar Pradesh,8/31/2020,5.79,55831744,35.96,unknown,2020,8
Uttar Pradesh,9/30/2020,4.18,56106836,35.45,unknown,2020,9
Uttar Pradesh,10/31/2020,3.75,56539521,35.49,unknown,2020,10
Uttarakhand,1/31/2020,5.49,2711639,32.99,unknown,2020,1
Uttarakhand,2/29/2020,4.99,3020931,36.48,unknown,2020,2
Uttarakhand,3/31/2020,19.85,2539302,36.27,unknown,2020,3
Uttarakhand,4/30/2020,6.48,2720115,33.23,unknown,2020,4
Uttarakhand,5/31/2020,8.01,2694072,33.38,unknown,2020,5
Uttarakhand,6/30/2020,8.61,2656071,33.06,unknown,2020,6
Uttarakhand,7/31/2020,12.38,2938552,38.07,unknown,2020,7
Uttarakhand,8/31/2020,14.26,2717528,35.9,unknown,2020,8
Uttarakhand,9/30/2020,22.26,2695230,39.18,unknown,2020,9
Uttarakhand,10/31/2020,9.23,2739309,34.03,unknown,2020,10
West Bengal,1/31/2020,6.94,35820789,47.35,unknown,2020,1
West Bengal,2/29/2020,4.92,36964178,47.74,unknown,2020,2
West Bengal,3/31/2020,6.92,35903917,47.27,unknown,2020,3
West Bengal,4/30/2020,17.41,26938836,39.9,unknown,2020,4
West Bengal,5/31/2020,17.41,28356675,41.92,unknown,2020,5
West Bengal,6/30/2020,7.29,30726310,40.39,unknown,2020,6
West Bengal,7/31/2020,6.83,35372506,46.17,unknown,2020,7
West Bengal,8/31/2020,14.87,33298644,47.48,unknown,2020,8
West Bengal,9/30/2020,9.35,35707239,47.73,unknown,2020,9
West Bengal,10/31/2020,9.98,33962549,45.63,unknown,2020,10
